id,model_name,x_transforms,y_transforms,params,r2_test,r2_test_std,rmse_test,rmse_test_std,r2_train,r2_train_std,rmse_train,rmse_train_std
3,EnsembleMLP,[StandardizeTransform()],[StandardizeTransform()],"{'n_emulators': 8, 'epochs': 200, 'layer_dims': [32, 16], 'lr': 0.01, 'batch_size': 32, 'weight_init': 'normal', 'scale': 0.1, 'bias_init': 'zeros', 'dropout_prob': None, 'scheduler_cls': 'ExponentialLR', 'scheduler_params': {'gamma': 0.95}}",0.763373613357544,0.06645939499139786,9.826294898986816,1.4363945722579956,0.8760676383972168,0.015079135075211525,8.726980209350586,0.7266471982002258
