id,model_name,x_transforms,y_transforms,params,r2_test,r2_test_std,rmse_test,rmse_test_std,r2_train,r2_train_std,rmse_train,rmse_train_std
2,MLP,[StandardizeTransform()],[StandardizeTransform()],"{'epochs': 200, 'layer_dims': [32, 16], 'lr': 0.1, 'batch_size': 32, 'weight_init': 'normal', 'scale': 0.1, 'bias_init': 'zeros', 'dropout_prob': None, 'scheduler_cls': 'ExponentialLR', 'scheduler_params': {'gamma': 0.9}}",0.973422646522522,0.007562537211924791,0.05087195709347725,0.006609101314097643,0.9619436860084534,0.01030342373996973,0.06957392394542694,0.009401697665452957
